0,1,2,3
0,0.16666666666666674,0.41666666666666674,0.06779661016949151,0.04166666666666667
1,0.11111111111111116,0.5,0.05084745762711865,0.04166666666666667
2,0.08333333333333326,0.45833333333333326,0.0847457627118644,0.04166666666666667
3,0.19444444444444442,0.6666666666666667,0.06779661016949151,0.04166666666666667
4,0.3055555555555556,0.7916666666666665,0.11864406779661013,0.125
5,0.08333333333333326,0.5833333333333333,0.06779661016949151,0.08333333333333333
6,0.19444444444444442,0.5833333333333333,0.0847457627118644,0.04166666666666667
7,0.0277777777777779,0.375,0.06779661016949151,0.04166666666666667
8,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0
9,0.3055555555555556,0.7083333333333333,0.0847457627118644,0.04166666666666667
10,0.13888888888888884,0.5833333333333333,0.1016949152542373,0.04166666666666667
11,0.13888888888888884,0.41666666666666674,0.06779661016949151,0.0
12,0.0,0.41666666666666674,0.01694915254237289,0.0
13,0.4166666666666665,0.8333333333333333,0.033898305084745756,0.04166666666666667
14,0.38888888888888884,1.0,0.0847457627118644,0.125
15,0.3055555555555556,0.7916666666666665,0.05084745762711865,0.125
16,0.2222222222222221,0.625,0.06779661016949151,0.08333333333333333
17,0.38888888888888884,0.7499999999999998,0.11864406779661013,0.08333333333333333
18,0.2222222222222221,0.7499999999999998,0.0847457627118644,0.08333333333333333
19,0.3055555555555556,0.5833333333333333,0.11864406779661013,0.04166666666666667
20,0.2222222222222221,0.7083333333333333,0.0847457627118644,0.125
21,0.08333333333333326,0.6666666666666667,0.0,0.04166666666666667
22,0.2222222222222221,0.5416666666666665,0.11864406779661013,0.16666666666666669
23,0.13888888888888884,0.5833333333333333,0.15254237288135591,0.04166666666666667
24,0.19444444444444442,0.41666666666666674,0.1016949152542373,0.04166666666666667
25,0.19444444444444442,0.5833333333333333,0.1016949152542373,0.125
26,0.25,0.625,0.0847457627118644,0.04166666666666667
27,0.25,0.5833333333333333,0.06779661016949151,0.04166666666666667
28,0.11111111111111116,0.5,0.1016949152542373,0.04166666666666667
29,0.13888888888888884,0.45833333333333326,0.1016949152542373,0.04166666666666667
30,0.3055555555555556,0.5833333333333333,0.0847457627118644,0.125
31,0.25,0.8749999999999998,0.0847457627118644,0.0
32,0.33333333333333326,0.9166666666666667,0.06779661016949151,0.04166666666666667
33,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0
34,0.19444444444444442,0.5,0.033898305084745756,0.04166666666666667
35,0.33333333333333326,0.625,0.05084745762711865,0.04166666666666667
36,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0
37,0.0277777777777779,0.41666666666666674,0.05084745762711865,0.04166666666666667
38,0.2222222222222221,0.5833333333333333,0.0847457627118644,0.04166666666666667
39,0.19444444444444442,0.625,0.05084745762711865,0.08333333333333333
40,0.05555555555555558,0.12499999999999989,0.05084745762711865,0.08333333333333333
